0	0
0	0
-3000000	4000000
-2995000	4005000
-2995000	4500000
-3005000	4500000
-3005000	4005000
-3500000	4005000
-3500000	3995000
-3005000	3995000
-3005000	3500000
-2995000	3500000
-2995000	3995000
-2500000	3995000
-2500000	4005000
-2995000	4005000
-3000000	4000000
0	0
3000000	4000000
3005000	4005000
3005000	4500000
2995000	4500000
2995000	4005000
2500000	4005000
2500000	3995000
2995000	3995000
2995000	3500000
3005000	3500000
3005000	3995000
3500000	3995000
3500000	4005000
3005000	4005000
3000000	4000000
0	0
-3000000	0
-2995000	5000
-2995000	500000
-3005000	500000
-3005000	5000
-3500000	5000
-3500000	-5000
-3005000	-5000
-3005000	-500000
-2995000	-500000
-2995000	-5000
-2500000	-5000
-2500000	5000
-2995000	5000
-3000000	0
0	0
3000000	0
3005000	5000
3005000	500000
2995000	500000
2995000	5000
2500000	5000
2500000	-5000
2995000	-5000
2995000	-500000
3005000	-500000
3005000	-5000
3500000	-5000
3500000	5000
3005000	5000
3000000	0
0	0
-3000000	-4000000
-2995000	-3995000
-2995000	-3500000
-3005000	-3500000
-3005000	-3995000
-3500000	-3995000
-3500000	-4005000
-3005000	-4005000
-3005000	-4500000
-2995000	-4500000
-2995000	-4005000
-2500000	-4005000
-2500000	-3995000
-2995000	-3995000
-3000000	-4000000
0	0
0	-4000000
5000	-3995000
5000	-3500000
-5000	-3500000
-5000	-3995000
-500000	-3995000
-500000	-4005000
-5000	-4005000
-5000	-4500000
5000	-4500000
5000	-4005000
500000	-4005000
500000	-3995000
5000	-3995000
0	-4000000
0	0
3000000	-4000000
3005000	-3995000
3005000	-3500000
2995000	-3500000
2995000	-3995000
2500000	-3995000
2500000	-4005000
2995000	-4005000
2995000	-4500000
3005000	-4500000
3005000	-4005000
3500000	-4005000
3500000	-3995000
3005000	-3995000
3000000	-4000000
0	0
0	4000000
5000	4005000
5000	4495000
-5000	4495000
-5000	4005000
-1995000	4005000
-1995000	3995000
-5000	3995000
-5000	3505000
5000	3505000
5000	3995000
1995000	3995000
1995000	4005000
5000	4005000
0	4000000
0	0
-1120000	2120000
-1119500	2120500
-1119500	2135000
-1120500	2135000
-1120500	2120500
-1135000	2120500
-1135000	2119500
-1120500	2119500
-1120500	2105000
-1119500	2105000
-1119500	2119500
-1105000	2119500
-1105000	2120500
-1119500	2120500
-1120000	2120000
0	0
-1080000	2120000
-1079500	2120500
-1079500	2135000
-1080500	2135000
-1080500	2120500
-1095000	2120500
-1095000	2119500
-1080500	2119500
-1080500	2105000
-1079500	2105000
-1079500	2119500
-1065000	2119500
-1065000	2120500
-1079500	2120500
-1080000	2120000
0	0
-1120000	2080000
-1119500	2080500
-1119500	2095000
