-2503200	3500500
-2503200	3499500
-2502200	3499500
-2502200	3498750
-2514112	3500800
-2514064	3496752
-2502150	3498700
-2502150	3499500
-2502100	3499500
-2502050	3499500
-2501950	3499500
-2501950	3498000
-2515872	3488080
-2511824	3484032
-2501900	3497950
-2501900	3499500
-2501750	3499500
-2501700	3499500
-2501500	3499500
-2501500	3498000
-2503440	3486080
-2499392	3486080
-2501450	3498000
-2501450	3499500
-2500950	3499500
-2500900	3499500
-2499900	3499500
-2499900	3498750
-2489904	3484800
-2485856	3488848
-2499850	3498800
-2499850	3499500
-2497850	3499500
-2497800	3499500
-2496800	3499500
-2496800	3500500
-2497800	3500500
-2497800	3501250
-2485888	3499200
-2485936	3503248
-2497850	3501300
-2497850	3500500
-2499850	3500500
-2499900	3500500
-2500900	3500500
-2500900	3502000
-2486864	3511920
-2490912	3515968
-2500950	3502050
-2500950	3500500
-2501450	3500500
-2501500	3500500
-2501700	3500500
-2501700	3502000
-2499632	3513920
-2503680	3513920
-2501750	3502000
-2501750	3500500
-2501900	3500500
-2501950	3500500
-2502050	3500500
-2502050	3501250
-2511968	3515200
-2516016	3511152
-2502100	3501200
-2502100	3500500
-2502150	3500500
-2502200	3500500
-2503200	3500500
0	0

-1503400	3500500
-1503400	3499500
-1502400	3499500
-1502400	3498750
-1514304	3500800
-1514208	3496704
-1502300	3498650
-1502300	3499500
-1502250	3499500
-1502150	3499500
-1502050	3499500
-1502050	3498000
-1515968	3488080
-1511872	3483984
-1501950	3497900
-1501950	3499500
-1501800	3499500
-1501700	3499500
-1501500	3499500
-1501500	3498000
-1503440	3486080
-1499344	3486080
-1501400	3498000
-1501400	3499500
-1500900	3499500
-1500800	3499500
-1499800	3499500
-1499800	3498750
-1489808	3484800
-1485712	3488896
-1499700	3498850
-1499700	3499500
-1497700	3499500
-1497600	3499500
-1496600	3499500
-1496600	3500500
-1497600	3500500
-1497600	3501250
-1485696	3499200
-1485792	3503296
-1497700	3501350
-1497700	3500500
-1499700	3500500
-1499800	3500500
-1500800	3500500
-1500800	3502000
-1486768	3511920
-1490864	3516016
-1500900	3502100
-1500900	3500500
-1501400	3500500
-1501500	3500500
-1501700	3500500
-1501700	3502000
-1499632	3513920
-1503728	3513920
-1501800	3502000
-1501800	3500500
-1501950	3500500
-1502050	3500500
-1502150	3500500
-1502150	3501250
-1512064	3515200
-1516160	3511104
-1502250	3501150
-1502250	3500500
-1502300	3500500
-1502400	3500500
-1503400	3500500
0	0

-503800	3500500
-503800	3499500
-502800	3499500
-502800	3498750
-514688	3500800
-514496	3496608
-502600	3498550
-502600	3499500
-502550	3499500
-502350	3499500
-502250	3499500
-502250	3498000
-516160	3488080
-511968	3483888
-502050	3497800
-502050	3499500
-501900	3499500
-501700	3499500
-501500	3499500
-501500	3498000
-503440	3486080
-499248	3486080
-501300	3498000
-501300	3499500
-500800	3499500
-500600	3499500
-499600	3499500
-499600	3498750
-489616	3484800
-485424	3488992
-499400	3498950
-499400	3499500
-497400	3499500
-497200	3499500
-496200	3499500
-496200	3500500
-497200	3500500
